30,"57","LOGIST_1C","Мурманск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","stebenkov@aneva.ru;",\N,"","AGENCY"
31,"40","LOGIST_1C","Нижневартовск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","bespomestnih@tumen.sbat.ru;boboshin@tumen.sbat.ru;simonovich@tumen.sbat.ru;fanis151@yandex.ru;",\N,"","AGENCY"
32,"25","LOGIST_1C","Нижний Новгород",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","nnovgorod@nnovgorod.sbat.ru;abibulaev@vladimir.sbat.ru;vladimir@vladimir.sbat.ru;<nosikova_i@nnovgorod.sbat.ru;nosikova_i@nnovgorod.sbat.ru;",\N,"","AGENCY"
33,"10","LOGIST_1C","Нижний Тагил",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","grozina@tagil.sbat.ru;lapin@tagil.sbat.ru;",\N,"","AGENCY"
34,"46","LOGIST_1C","Новгород Великий",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","kuchumov@aneva.ru;",\N,"","AGENCY"
35,"44","LOGIST_1C","Новосибирск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","makulov@chel.sbat.ru;semushev v@novosibirsk.sbat.ru;office@novosibirsk.sbat.ru;office@novosibirsk.sbat.ru;",\N,"","WAREHOUSE"
36,"18","LOGIST_1C","Нязепетровск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","",\N,"","AGENCY"
37,"04","LOGIST_1C","Омск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","marchenko@omsk.sbat.ru;omsk@omsk.sbat.ru;",\N,"","AGENCY"
38,"20","LOGIST_1C","Орёл",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","kudriavtsev@oriol.sbat.ru;borisova@briansk.sbat.ru;bondarev@briansk.sbat.ru;",\N,"","AGENCY"
39,"16","LOGIST_1C","Оренбург",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","cherchimtseva@orenburg.sbat.ru;kinjabaev@magnit.sbat.ru;kuzyakina@orenburg.sbat.ru;barsukova@.orenburg.sbat.ru;barsukova@orenburg.sbat.ru;",\N,"","AGENCY"
40,"35","LOGIST_1C","Орск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","",\N,"","AGENCY"
41,"12","LOGIST_1C","Пермь",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","baskov@perm.sbat.ru;potapuk@perm.sbat.ru;",\N,"","AGENCY"
42,"58","LOGIST_1C","Петрозаводск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","zamyatina@aneva.ru;",\N,"","AGENCY"
43,"47","LOGIST_1C","Псков",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","kuchumov@aneva.ru;",\N,"","AGENCY"
44,"59","LOGIST_1C","Ростов-на-Дону",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","",\N,"","AGENCY"
45,"22","LOGIST_1C","Рязань",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","egorova@ryazan.sbat.ru;ryazan@ryazan.sbat.ru;fomina@ryazan.sbat.ru;denis149@ya.ru;shmeleva_o@ryazan.sbat.ru;",\N,"","AGENCY"
46,"37","LOGIST_1C","Самара",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","kulaev@samara.sbat.ru;tsoy_i@samara.sbat.ru;podpovetny_a@samara.sbat.ru;podpovetny_a@samara.sbat.ru;sizov_a@ulianovsk.sbat.ru;ryabov_i@ulianovsk.sbat.",\N,"","AGENCY"
47,"78","LOGIST_1C","Санкт-Петербург",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","bogomolov@moscow.sbat.ru;nazarov_d@moscow.sbat.ru;",\N,"","WAREHOUSE"
48,"33","LOGIST_1C","Саранск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","abibulaev@vladimir.sbat.ru;lazareva@vladimir.sbat.ru;nnovgorod@nnovgorod.sbat.ru;egorova_aa@cheboxary.sbat.ru;",\N,"","AGENCY"
49,"43","LOGIST_1C","Саратов",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","kulaev@samara.sbat.ru;tsoy_i@samara.sbat.ru;podpovetny_a@samara.sbat.ru;podpovetny_a@samara.sbat.ru;sizov_a@ulianovsk.sbat.ru;ryabov_i@ulianovsk.sbat.",\N,"","AGENCY"
50,"60","LOGIST_1C","Симферополь",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","",\N,"","AGENCY"
51,"39","LOGIST_1C","СПб (СБ Логистик)",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","moscow_saleses@moscow.sbat.ru;letyagina_e@spb.sbat.ru;moscow_saleses@moscow.sbat.ru;moscow_saleses@moscow.sbat.ru;",\N,"","AGENCY"
52,"42","LOGIST_1C","Стерлитамак",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","nigmatullin_s@sterlitamak.sbat.ru;",\N,"","AGENCY"
53,"13","LOGIST_1C","Сургут",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","bespomestnih@tumen.sbat.ru;boboshin@tumen.sbat.ru;simonovich@tumen.sbat.ru;rogkov@surgut.sbat.ru;",\N,"","AGENCY"
54,"45","LOGIST_1C","Сыктывкар",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","kuchumov@aneva.ru;",\N,"","AGENCY"
55,"38","LOGIST_1C","Тверь",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","<ivanova_ta@tver.sbat.ru>;mamaeva_n@moscow.sbat.ru;ivanova_ta@tver.sbat.ru;hvorova@moscow.sbat.ru;kuzmina_aa@tver.sbat.ru;",\N,"","AGENCY"
56,"31","LOGIST_1C","Тула",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","andrianov@tula.sbat.ru;zaharova_n@tula.sbat.ru;",\N,"","AGENCY"
57,"02","LOGIST_1C","Тюмень",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","bespomestnih@tumen.sbat.ru;boboshin@tumen.sbat.ru;simonovich@tumen.sbat.ru;pimneva@tumen.sbat.ru;",\N,"","AGENCY"
58,"50","LOGIST_1C","Улан-Удэ",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","",\N,"","AGENCY"
59,"29","LOGIST_1C","Ульяновск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","tihonova@ulianovsk.sbat.ru;samsonov@ulianovsk.sbat.ru;tiurina_t@ulianovsk.sbat.ru;sizov a@ulianovsk.sbatt.ru;silina_i@ulianovsk.sbat.ru;sizov_a@uliano",\N,"","WAREHOUSE"
60,"05","LOGIST_1C","Уфа",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","sukhanova@ufa.sbat.ru;chernusskiy@ufa.sbat.ru;",\N,"","AGENCY"
61,"48","LOGIST_1C","Ухта",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","",\N,"","AGENCY"
62,"28","LOGIST_1C","Чебоксары",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","egorova_aa@cheboxary.sbat.ru;karataev@cheboxary.sbat.ru;ryabov_i@ulianovsk.sbat.ru;sizov_a@ulianovsk.sbat.ru;voronkova@ekt.sbat.ru;",\N,"","AGENCY"
63,"03","LOGIST_1C","Челябинск",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","office@chel.sbat.ru;makulov@magnit.sbat.ru;",\N,"","AGENCY"
64,"61","LOGIST_1C","Череповец",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","cherepin@aneva.ru;",\N,"","AGENCY"
65,"51","LOGIST_1C","Чита",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","",\N,"","AGENCY"
66,"26","LOGIST_1C","Ярославль",\N,\N,\N,\N,\N,\N,\N,\N,\N,"","yaroslavl@yaroslavl.sbat.ru;matrosov_a@yaroslavl.sbat.ru;vladimir@vladimir.sbat.ru;abibulaev@vladimir.sbat.ru;popova@aneva.ru;",\N,"","AGENCY"
67,"124598-01","LOGIST_1C","ул. Южный проезд, д. 1, м-н Пирамида",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Владимирская обл., г. Александров, ул. Южный проезд, д. 1","",\N,"","AGENCY"
68,"136425-01","LOGIST_1C","г. Арск, ул. Большая, д. 1 А",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Арск, ул. Большая, д. 1 А","",\N,"","AGENCY"
69,"106827-01","LOGIST_1C","г. Заречный ул. Таховская 18 м-н СтройМаркет+",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Свердловская обл.,г. Заречный ул. Таховская 18 м-н СтройМаркет+ с9 до 19.","",\N,"","AGENCY"
70,"Ц06920-02","LOGIST_1C","САМОВЫВОЗ ПЕТРОЗАВОДСК!",\N,\N,\N,\N,\N,\N,\N,\N,\N,"САМОВЫВОЗ ПЕТРОЗАВОДСК!","",\N,"","AGENCY"
71,"Ц02265-12","LOGIST_1C","г..Архангельск, Нахимова, 17, ЦС на ЛДК-4- СКЛАД",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г..Архангельск, Нахимова, 17, ЦС на ЛДК-4- СКЛАД","",\N,"","AGENCY"
72,"Ц05708-02","LOGIST_1C","г северодвинск пять шагов ул.труда12",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г северодвинск пять шагов ул.труда12","",\N,"","AGENCY"
73,"Ц11159-02","LOGIST_1C","Архангельск, Ленина д.29",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Архангельск, Ленина д.29","",\N,"","AGENCY"
74,"109268-01","LOGIST_1C","140400, МО, г. Коломна, ул. Зеленая, д. 9, кв. 7",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Рязань, МО, г. Коломна, ул. Зеленая, д. 9, кв. 7","",\N,"","AGENCY"
75,"Ц09143-05","LOGIST_1C","Апраксин пер. 19/21 (хоз-товары напротив шлагбаума) 8-921-946-08-76",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Апраксин пер. 19/21 (хоз-товары напротив шлагбаума) 8-921-946-08-76","",\N,"","AGENCY"
76,"123811-01","LOGIST_1C","452925, Респ. Башкоторстан, Краснокамский р-н, д. Шариповский уч-к, ул. Сосновая, 39",\N,\N,\N,\N,\N,\N,\N,\N,\N,"452925, Респ. Башкоторстан, Краснокамский р-н, д. Шариповский уч-к, ул. Сосновая, 39","",\N,"","AGENCY"
77,"115683-01","LOGIST_1C","г.Екатеринбург, ул. Блюхера, 45. Военмаг, 1-й этаж.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Екатеринбург, ул. Блюхера, 45. Военмаг, 1-й этаж.","",\N,"","AGENCY"
78,"132779-01","LOGIST_1C","г. Копейск, ул. Кожевникова,5",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Копейск, ул. Кожевникова,5","",\N,"","AGENCY"
79,"118114-01","LOGIST_1C","комплекс СИНЕГОРЬЕ,цокольный этаж,  сектор 18 со стороны ж.д.вокзала",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Челябинск, комплекс СИНЕГОРЬЕ,цокольный этаж,  сектор 18 со стороны ж.д.вокзала","",\N,"","AGENCY"
80,"Я00573-01","LOGIST_1C","Офис",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Офис","",\N,"","AGENCY"
81,"141699-01","LOGIST_1C","г.Владимир,ул.Куйбышева,д.5,м-н Скворечник",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Владимир,ул.Куйбышева,д.5,м-н Скворечник","",\N,"","AGENCY"
82,"100611-90","LOGIST_1C","Блюхера,45. Магазин Военмаг.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Екатеринбург, ул. Блюхера,45. Магазин Военмаг.","",\N,"","AGENCY"
83,"133493-01","LOGIST_1C","г. Челябинск, ул. Комаровского,10",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Челябинск, ул. Комаровского,10","",\N,"","AGENCY"
84,"Ц02720-03","LOGIST_1C","г КОТЛАС, ул Котлошанская 1",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г КОТЛАС, ул Котлошанская 1","",\N,"","AGENCY"
85,"Ц05012-01","LOGIST_1C","г.Великий Устюг, ул.Транспортная, д.2, 2 этаж, 2 подъезд, маг. Склад",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Великий Устюг, ул.Транспортная, д.2, 2 этаж, 2 подъезд, маг. Склад","",\N,"","AGENCY"
86,"139356-01","LOGIST_1C","г.Екатеринбург, ул. Шефская д.3 литер А Заезд через шлагбаум проходной VOLVO TRAK SERVIS",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Екатеринбург, ул. Шефская д.3 литер А","",\N,"","AGENCY"
87,"141495-01","LOGIST_1C","454048, г. Челябинск, ул. Блюхера, д. 45/3",\N,\N,\N,\N,\N,\N,\N,\N,\N,"454048, г. Челябинск, ул. Блюхера, д. 45/3","",\N,"","AGENCY"
88,"101786-01","LOGIST_1C","624090  Свердловская обл, г.В.Пышма, ул. Юбилейная 7",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Свердловская обл, г.В.Пышма, ул. Юбилейная 7 м-н Вест","",\N,"","AGENCY"
89,"I02145-01","LOGIST_1C","Усть-Ордынский п., Кислородная ул., 11  маг МАСТЕР",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Усть-Ордынский п., Кислородная ул., 11  маг МАСТЕР","",\N,"","AGENCY"
90,"I01983-01","LOGIST_1C","Залари п., Ленина ул., 4",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Залари п., Ленина ул., 4","",\N,"","AGENCY"
91,"133034-01","LOGIST_1C","г.Североуральск, ул.Октябрьская 45.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Североуральск, ул.Октябрьская 45.","",\N,"","AGENCY"
92,"00002985-01","LOGIST_1C","г.Иркутск, ул.Зимняя, д.1а, пав.1-37 (ТЦ Торгсервис)",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Иркутск, ул.Зимняя, д.1а, пав.1-37 (ТЦ Торгсервис)","",\N,"","AGENCY"
93,"00002668-01","LOGIST_1C","Иркутск, ул. Академическая, рын. Южный, пав. 135.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Иркутск, ул. Академическая, рын. Южный, пав. 135.","",\N,"","AGENCY"
94,"I02520-01","LOGIST_1C","Село Смоленко, ул.Армейская, дом 36, маг.Апельсин",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Село Смоленко, ул.Армейская, дом 36, маг.Апельсин","",\N,"","AGENCY"
95,"I02158-01","LOGIST_1C","Чита г., Курнатовского ул., 25  ТЦ Город Мастеров, 2 этаж, пав 97",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Чита г., Курнатовского ул., 25  ТЦ Город Мастеров, 2 этаж, пав 97","",\N,"","AGENCY"
96,"I00781-01","LOGIST_1C","Братск, Падун, 9я Наймушина 4 м-н ВЕST",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Братск, Падун, 9я Наймушина 4 м-н ВЕST","",\N,"","AGENCY"
97,"123359-01","LOGIST_1C","М-н Лидер,г. Нижний Тагил,   ул. Победы, д. 43.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Нижний Тагил,   ул. Победы, д. 43. Магазин Лидер","",\N,"","AGENCY"
98,"I02292-02","LOGIST_1C","ТК Энергия до Усть-Илимска наимя Храмченков В.Н.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"ТК Энергия до Усть-Илимска наимя Храмченков В.Н.","",\N,"","AGENCY"
99,"I02148-01","LOGIST_1C","Чита г., Малая ул., 2 В  маг Хозтовары",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Чита г., Малая ул., 2 В  маг Хозтовары","",\N,"","AGENCY"
100,"I02391-01","LOGIST_1C","Забайкальский край, птг.Карымское, ул.Мира 1б, маг. Хоздвор",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Забайкальский край, птг.Карымское, ул.Мира 1б, маг. Хоздвор","",\N,"","AGENCY"
101,"137654-01","LOGIST_1C","Балтачевский р-н, с. Сейтяково, ул. Октябрьская, 9",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Балтачевский р-н, с. Сейтяково, ул. Октябрьская, 9","",\N,"","AGENCY"
102,"I00441-01","LOGIST_1C","г. Саянск, 7 мкр, маг Магнит",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Саянск, 7 мкр, маг Магнит","",\N,"","AGENCY"
103,"I01936-01","LOGIST_1C","Чита г., Онискевича ул., 8 б  ТЦ Десятка, 2эт, бутик 16-Бытовая химия",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Чита г., Онискевича ул., 8 б  ТЦ Десятка, 2эт, бутик 16-Бытовая химия","",\N,"","AGENCY"
104,"119031-01","LOGIST_1C","г.Шадринск, ул.Октябрьская 87",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Курганская обл., г.Шадринск, ул.Октябрьская 87","",\N,"","AGENCY"
105,"133844-05","LOGIST_1C","Чита, 1 мкр, 11  маг Караван",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Чита, 1 мкр, 11  маг Караван","",\N,"","AGENCY"
106,"I00723-01","LOGIST_1C","г. Зима, ул. Клименко, 192, м-н хозтовары",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Зима, ул. Клименко, 192, м-н хозтовары","",\N,"","AGENCY"
107,"132393-02","LOGIST_1C","г. Пермь, ул. Ереванская, 50",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Пермь, ул. Ереванская, 50","",\N,"","AGENCY"
108,"117361-02","LOGIST_1C","г. Пермь,ул.  Докучаева  50. Магазин 1000 мелочей",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Пермь, ул. Докучаева  50. Магазин 1000 мелочей","",\N,"","AGENCY"
109,"I01091-01","LOGIST_1C","п. Дзержинск, ул. Центральная, 11, маг. Тополь",\N,\N,\N,\N,\N,\N,\N,\N,\N,"п. Дзержинск, ул. Центральная, 11, маг. Тополь","",\N,"","AGENCY"
110,"00003173-01","LOGIST_1C","Иркутск . ул. Франка Каменецкого  19  тел 89025780403",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Иркутск . ул. Франка Каменецкого  19  тел 89025780403","",\N,"","AGENCY"
111,"I02485-01","LOGIST_1C","сам",\N,\N,\N,\N,\N,\N,\N,\N,\N,"сам","",\N,"","AGENCY"
112,"I02237-01","LOGIST_1C","Забирают сами",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Забирают сами","",\N,"","AGENCY"
113,"I01036-01","LOGIST_1C","г. Ангарск, ДСК,ул. Ленина, 45 А, пав. 104",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Ангарск, ДСК,ул. Ленина, 45 А, пав. 104","",\N,"","AGENCY"
114,"00002808-01","LOGIST_1C","Усолье р-к Сказка",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Усолье р-к Сказка","",\N,"","AGENCY"
115,"I02521-01","LOGIST_1C","г.Саянск, ТК Центральный, мкр. Центральный, дом 14",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Саянск, ТК Центральный, мкр. Центральный, дом 14","",\N,"","AGENCY"
116,"128027-01","LOGIST_1C","г.Курган, ул.Омская  149а",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Курган, ул.Омская  149а","",\N,"","AGENCY"
117,"00002643-03","LOGIST_1C","ТЦ Версаль  пв 15/5 , Иркутск, ул. Академическая, 31",\N,\N,\N,\N,\N,\N,\N,\N,\N,"ТЦ Версаль  пв 15/5 , Иркутск, ул. Академическая, 31","",\N,"","AGENCY"
118,"I01265-01","LOGIST_1C","-",\N,\N,\N,\N,\N,\N,\N,\N,\N,"-","",\N,"","AGENCY"
119,"I01015-01","LOGIST_1C","Ангарск, 125 квартл, база сатурн, центр стройматериалов, пав. 26а",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Ангарск, 125 квартл, база сатурн, центр стройматериалов, пав. 26а","",\N,"","AGENCY"
120,"I02269-02","LOGIST_1C","ТК Энергия до Тулуна на имя Белокопытов А.В. тел.89086504877",\N,\N,\N,\N,\N,\N,\N,\N,\N,"ТК Энергия до Тулуна на имя Белокопытов А.В. тел.89086504877","",\N,"","AGENCY"
121,"К1-415-03","LOGIST_1C","г. Курган, ул. Омская,159-10",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Курган, ул. Омская,159-10","",\N,"","AGENCY"
122,"140808-01","LOGIST_1C","г. Курган, ул. Половинская, 10а",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Курган, ул. Половинская, 10а","",\N,"","AGENCY"
123,"123289-01","LOGIST_1C","р.п. Полтавка, ул. Поселковая 8 кв 2",\N,\N,\N,\N,\N,\N,\N,\N,\N,"р.п. Полтавка, ул. Поселковая 8 кв 2","",\N,"","AGENCY"
124,"I02289-01","LOGIST_1C","ул.ГОРНАЯ,24,7этаж,офис ТЕЛЕ-СЕРВИС",\N,\N,\N,\N,\N,\N,\N,\N,\N,"ул.ГОРНАЯ,24,7этаж,офис ТЕЛЕ-СЕРВИС","",\N,"","AGENCY"
125,"I01852-01","LOGIST_1C","У-Удэ, ул. Балтахинова, 15, офис 434",\N,\N,\N,\N,\N,\N,\N,\N,\N,"У-Удэ, ул. Балтахинова, 15, офис 434","",\N,"","AGENCY"
126,"142219-02","LOGIST_1C","г. Кемерово, ул. Сибиряков-Гвардейцев, 277, Социальный Торговый комплекс, павильон, 23",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г. Кемерово, ул. Сибиряков-Гвардейцев, 277, Социальный Торговый комплекс, павильон, 23","",\N,"","AGENCY"
127,"141965-01","LOGIST_1C","г.Барабинск ул.Гутова д.29 кв.3",\N,\N,\N,\N,\N,\N,\N,\N,\N,"г.Барабинск ул.Гутова д.29 кв.3","",\N,"","AGENCY"
128,"00003480-03","LOGIST_1C","сама",\N,\N,\N,\N,\N,\N,\N,\N,\N,"сама","",\N,"","AGENCY"
129,"115303-01","LOGIST_1C","г. Ревда",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Ревда, склад","",\N,"","AGENCY"
